693193367_1,Colosseum_NEG_20_1,Obviously this is on the bucket list of many people - as it was on mine .,July,2019,July,2019,SavannahLady2010,France,Europe,male,2,0,female,95
693193367_2,Colosseum_NEG_20_2,But time your visit - do not go in June through August - you will wait hours or be exploited by tour guides who do not truly have the history right .,July,2019,July,2019,SavannahLady2010,France,Europe,male,1,1,female,95
627758236_1,Colosseum_NEG_165_1,"You have got to go BUTWhat a disorganised place , Queues to join another queue , And Queues not in logical places .",October,2018,October,2018,pete b,United Kingdom,Europe,male,1,1,male,90
627758236_2,Colosseum_NEG_165_2,Ticket office has no informative literature or maps so take your own .,October,2018,October,2018,pete b,United Kingdom,Europe,male,1,1,male,90
627758236_3,Colosseum_NEG_165_3,"Once you are in you do not have access to all areas , Join another queue to join another guided tour .",October,2018,October,2018,pete b,United Kingdom,Europe,male,1,1,male,90
627758236_4,Colosseum_NEG_165_4,"Just a disorganised mess , Look byond that , and the crowds and crowds , There is a lot to fire your imagination .",October,2018,October,2018,pete b,United Kingdom,Europe,male,1,1,male,90
564247498_1,Colosseum_NEG_316_1,"You kinda have to do the Colosseum , but so much of it is restored with varying degrees of authenticity .",March,2018,March,2018,Susan K,United States,North America,male,1,1,female,9
564247498_2,Colosseum_NEG_316_2,Taking the tour to see beneath the stage was definitely worth it .,March,2018,March,2018,Susan K,United States,North America,male,3,1,female,9
476485216_1,Colosseum_NEG_421_1,We visited Rome as part of a cruise last year and long story short we did not get in because of the queues .,April,2017,April,2017,Nichola8,United Kingdom,Europe,male,1,1,female,92
476485216_2,Colosseum_NEG_421_2,"So we went back to Rome last weekend , pre-booked our tickets to 's kip the line before we had even left the UK through Attraction World .",April,2017,April,2017,Nichola8,United Kingdom,Europe,male,1,1,female,92
476485216_3,Colosseum_NEG_421_3,"So we got to the Colosseum and had to queue , in the heat , for an hour to get our tickets , we were told we could not get in until after 2.30 pm .",April,2017,April,2017,Nichola8,United Kingdom,Europe,male,1,1,female,92
476485216_4,Colosseum_NEG_421_4,We were told these would get us in faster and we paid more for this .,April,2017,April,2017,Nichola8,United Kingdom,Europe,male,1,1,female,92
476485216_5,Colosseum_NEG_421_5,"Skip the queue there is no such thing , it just means you can go in the shorter queue which is still 2 hours .",April,2017,April,2017,Nichola8,United Kingdom,Europe,male,1,1,female,92
476485216_6,Colosseum_NEG_421_6,do not buy a 's kip the queue off anyone just expect to wait a long time to get in !,April,2017,April,2017,Nichola8,United Kingdom,Europe,male,1,1,female,92
428583585_1,Colosseum_NEG_489_1,Luckily I had already been to the Forum so I had a ticket and could go in the fast-cueing lane .,September,2016,October,2016,karenvd8,Netherlands,Europe,male,1,1,female,9
