676764496_1,Petra_NEG_22_1,"There are lots of stalls you can buy water and food from , although it is very expensive relative to the cost of these things on the outside .",May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_2,Petra_NEG_22_2,There are lots of guides which will show you around but remember to only pay 1 / 2 or a 1 / 3 of what they initially offer you it for .,May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_3,Petra_NEG_22_3,"Besides the amazing sights , we were shocked how open the animal abuse is , which appears to mostly be to donkeys .",May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_4,Petra_NEG_22_4,Many are tied up against rocks with no food or water in the sun .,May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_5,Petra_NEG_22_5,"The donkeys used to transport guests appear mostly ok , although they are hit etc to move faster .",May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_6,Petra_NEG_22_6,The issue is with the donkeys used by the locals to move their goods in and out of the site .,May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_7,Petra_NEG_22_7,If you wonder away from the path you will see these poor animals up close .,May,2019,May,2019,sean8866,United Kingdom,Europe,female,2,0,male,5
676764496_8,Petra_NEG_22_8,"We saw a donkey which was tied up in the sun , absolutely covered in flys with scabs over its face .",May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_9,Petra_NEG_22_9,Another donkey near by had a serious breathing problem and had cuts around its legs .,May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_10,Petra_NEG_22_10,When you arrive in Petra you will see a lot of dogs .,May,2019,May,2019,sean8866,United Kingdom,Europe,female,3,1,male,5
676764496_11,Petra_NEG_22_11,We wondered why there were so many and then eventually we learnt why - they are used to scare the donkeys to move faster .,May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_12,Petra_NEG_22_12,The owners make a noice to encourage the dogs to bark at the donkeys and bite the donkeys legs .,May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_13,Petra_NEG_22_13,"We saw it up close several times , dogs biting the legs of donkeys .",May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_14,Petra_NEG_22_14,If you visit Petra I am sure you will see this to .,May,2019,May,2019,sean8866,United Kingdom,Europe,female,3,1,male,5
676764496_15,Petra_NEG_22_15,"Count of many donkeys have scabs , sores and missing fur around their legs .",May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_16,Petra_NEG_22_16,Unfortunately the vast amount of visitors after they have walked several Km in the hot sun will overlook the animal abuse and pay for rides on the donkeys .,May,2019,May,2019,sean8866,United Kingdom,Europe,female,0,2,male,5
676764496_17,Petra_NEG_22_17,We saw a small child hitting a donkey on its head with a long stick as hard as he could several times until we shouted at him to stop .,May,2019,May,2019,sean8866,United Kingdom,Europe,female,1,1,male,5
676764496_18,Petra_NEG_22_18,When there were no owners around we managed to get a few pictures for evidence .,May,2019,May,2019,sean8866,United Kingdom,Europe,female,2,0,male,5
669180597_1,Petra_NEG_27_1,"After our recent visit to Petra , we wish we had read the reviews beforehand as any beauty of the site was overtaken by the vast amounts of animal cruelty we witnessed .",March,2019,April,2019,John G,United Kingdom,Europe,female,1,1,male,9
669180597_2,Petra_NEG_27_2,"They race the single horse carts with tourists up the steep hill and if the horses do not go fast enough then they whip them with electrical flex , the worst example being the stiff type that you would wire up a house with .",March,2019,April,2019,John G,United Kingdom,Europe,female,1,1,male,9
669180597_3,Petra_NEG_27_3,They just want to get up and down as quickly as possible to maximise there takings with no consideration to the poor animals or the people on the walk-way .,March,2019,April,2019,John G,United Kingdom,Europe,female,1,1,male,9
669180597_4,Petra_NEG_27_4,"There are examples of broken pieces of the cable all the way down where they have been used so intensely , bits have broken off and are just lying about .",March,2019,April,2019,John G,United Kingdom,Europe,female,1,1,male,9
669180597_5,Petra_NEG_27_5,"I noted the postcards depict the horses sedately walking up the hill but this is nothing like the chariot race we witnessed , with horses foaming at the mouth struggling to cope in the heat .",March,2019,April,2019,John G,United Kingdom,Europe,female,1,1,male,9
669180597_6,Petra_NEG_27_6,We will never return and have posted this as we would not wish to spoil your holiday as much as it did ours .,March,2019,April,2019,John G,United Kingdom,Europe,female,1,1,male,9
669180597_7,Petra_NEG_27_7,We will never return to Jordan or Petra as the mentality is engraved in their culture to abuse these animals .,March,2019,April,2019,John G,United Kingdom,Europe,female,1,1,male,9
668329470_1,Petra_NEG_28_1,We booked a 3 - day private tour of Jordan with Tourist Jordan that was subcontracted to Jordan Experience .,April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_2,Petra_NEG_28_2,"Every thing went well for the first day in Amman and Jerash , until our guide announced that he was now summoned by the Company to guide a large group the following day and a new guide and driver would be assigned to us and would pick us up at our hotel at 08:30 in Petra .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_3,Petra_NEG_28_3,"No one came for us , the following morning , all clients of the hotel had departed from the Hotel and we were left stranded .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_4,Petra_NEG_28_4,"The hotel manager offered to drive us to the office of Jordan Experience in Petra , which would open at 10:00 am .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_5,Petra_NEG_28_5,"The hotel manager finally reached Zeyad Rawadieh , from the Jordan Experience Office , who apologized for the misadventure and asked us to make our way to the downtown area with our suitcases ( 3km ) , where a guide would be organized to give us a tour of Petra .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_6,Petra_NEG_28_6,"We eventually linked up with the new guide whom had just been called , but no driver had been assigned yet for our next destination ( Wadi Rum ) .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_7,Petra_NEG_28_7,"At the end of the Petra tour we met with the manager of Jordan Experience Office , Zeyad , who was completely unapologetic .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_8,Petra_NEG_28_8,He eventually assigned a new driver to take us to Wadi Rum .,April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_9,Petra_NEG_28_9,"On our route to Wadi Rum , well outside Petra , our driver announces us that he had to return to the office in Petra as we had to sign a piece of paper .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_10,Petra_NEG_28_10,"When we got to the office in Petra , the manager Zeyad stated that I had to sign a customer satisfaction memo before continuing with our Tour to Wadi Rum .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_11,Petra_NEG_28_11,"I replied that would certainly not sign a customer satisfaction form , when we were completely forgotten in the morning .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_12,Petra_NEG_28_12,He replied that we would not leave his office until I had signed his customer satisfaction memo .,April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_13,Petra_NEG_28_13,I then offered to sign but with the caveat that would annotate his form with a detailed description of events .,April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_14,Petra_NEG_28_14,"After annotating his customer satisfaction form with a true description of events , he tore the statement to pieces and started to threaten me that I would stay in his office all night until I declared that I was satisfied with his services .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_15,Petra_NEG_28_15,"After playing cat and mouse in his office , I finally gave in and signed under duress his form .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_16,Petra_NEG_28_16,"In most countries , this level of threat and blackmailing would be sufficient to close any business .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
668329470_17,Petra_NEG_28_17,"In fairness , the personnel from the same company in Amman and Aqaba were charming , punctual and competent .",April,2019,April,2019,marie c,Canada,North America,male,3,1,female,8
668329470_18,Petra_NEG_28_18,"I suspect that the issue with the Jordan Experience ( Petra Office ) and in particular its manager is that they have become highly complacent with tourists flooding Petra , taking tourists for granted and concurrently unable to deliver during peak periods .",April,2019,April,2019,marie c,Canada,North America,male,1,1,female,8
665157230_1,Petra_NEG_30_1,You can not but be at awe with the beauty of Petra .,April,2019,April,2019,Farianab,United Arab Emirates,Asia,male,3,1,female,9
665157230_2,Petra_NEG_30_2,It is so unfortunate though that the way it is run is a disgrace to this incredible heritage .,April,2019,April,2019,Farianab,United Arab Emirates,Asia,male,1,1,female,9
665157230_3,Petra_NEG_30_3,We were a party of 7 adults and all of us left exhausted by the local hustlers from both adults and unfortunately kids who were trying to either sell us stuff or talk us into riding horses .,April,2019,April,2019,Farianab,United Arab Emirates,Asia,male,1,1,female,9
665157230_4,Petra_NEG_30_4,They were aggressive and would not take no for an answer .,April,2019,April,2019,Farianab,United Arab Emirates,Asia,male,1,1,female,9
665157230_5,Petra_NEG_30_5,The price per person holding a foreign passport is JOD 50 which is a lot especially having to go through such a terrible experience .,April,2019,April,2019,Farianab,United Arab Emirates,Asia,male,1,1,female,9
665157230_6,Petra_NEG_30_6,"One thing that is amazing though is that the locals , both adults and children , spoke good English .",April,2019,April,2019,Farianab,United Arab Emirates,Asia,male,3,1,female,9
665157230_7,Petra_NEG_30_7,"The young locals who dress like the Pirates of the Caribbeans could be a great attraction to see had they behaved themselves , but they were behaving badly and abusing the animals .",April,2019,April,2019,Farianab,United Arab Emirates,Asia,male,1,1,female,9
665157230_8,Petra_NEG_30_8,"Jordan is a beautiful country , the people are very nice and the food is wonderful .",April,2019,April,2019,Farianab,United Arab Emirates,Asia,male,4,2,female,9
665157230_9,Petra_NEG_30_9,"Unfortunately , I will advise friends not to visit Petra until the mess is sorted out .",April,2019,April,2019,Farianab,United Arab Emirates,Asia,male,1,1,female,9
665157230_10,Petra_NEG_30_10,"Must you visit Petra though , make sure you have a RELIABLE TOUR GUIDE who would not only explain its wonders and the habits of its inhabitants back then , but also , would be able to give you a better experience by pushing away those hustlers and scammers .",April,2019,April,2019,Farianab,United Arab Emirates,Asia,male,1,1,female,9
657812763_1,Petra_NEG_32_1,"The site was overtraded with vendors , begging kids , dogs , cats , horses , donkeys , camels and charlatans expecting hand outs !",March,2019,March,2019,Chris N,South Africa,Africa,male,1,1,male,7
616246312_1,Petra_NEG_51_1,"Go to the dead sea , go to the wadis , DO NOT GO TO PETRA !",September,2018,September,2018,613fifi,Germany,Europe,male,1,1,female,5
616246312_2,Petra_NEG_51_2,"I have traveled a lot , and travelling through India and Asia , you do come across the tourist hustlers , child workers , annoying sellers shouting at you , animal abusers and so on .",September,2018,September,2018,613fifi,Germany,Europe,male,1,1,female,5
616246312_3,Petra_NEG_51_3,"No , but maybe its part of the deal , I can understand it and have fun with it .",September,2018,September,2018,613fifi,Germany,Europe,male,3,1,female,5
616246312_4,Petra_NEG_51_4,"Well my 68 Year old mother and my mother in law would call it being harassed , but me , for my part , I can deal with it .",September,2018,September,2018,613fifi,Germany,Europe,male,1,1,female,5
616246312_5,Petra_NEG_51_5,"But , mark my words , one day someone will die at Petra .",September,2018,September,2018,613fifi,Germany,Europe,male,1,1,female,5
616246312_6,Petra_NEG_51_6,"From the entrance to the the first sight , there is a narrow canyon , and especially in the afternoon , the horse carriages go up and down with insane speed not giving a damn about anyone walking .",September,2018,September,2018,613fifi,Germany,Europe,male,1,1,female,5
616246312_7,Petra_NEG_51_7,"I am certain people have been hurt there , we had to jump out of the way a couple of times ourselves .",September,2018,September,2018,613fifi,Germany,Europe,male,1,1,female,5
