691729700_1,Christ_NEG_3_1,We visited Christ the Redeemer as I wish to see all 7 new wonders of the world .,July,2019,July,2019,Lee_Can08,United Kingdom,Europe,female,1,1,male,76
691729700_2,Christ_NEG_3_2,"This place is so disappointing , so busy , such a let down .",July,2019,July,2019,Lee_Can08,United Kingdom,Europe,female,0,2,male,76
691729700_3,Christ_NEG_3_3,"We were told to get the tram up , and to sit on the right hand side for epic views , we must have seen three seconds of view on the way up .",July,2019,July,2019,Lee_Can08,United Kingdom,Europe,female,1,1,male,76
691729700_4,Christ_NEG_3_4,"At the top its literally an ocean of humanity , no room at all , to do anything .",July,2019,July,2019,Lee_Can08,United Kingdom,Europe,female,1,1,male,76
691729700_5,Christ_NEG_3_5,"Everyone is doing the cliche Christ pose , its just bad up there !",July,2019,July,2019,Lee_Can08,United Kingdom,Europe,female,1,1,male,76
550440977_1,Christ_NEG_36_1,"Crowded of people , it took us one hour and half to reach the top and make a picture between thousands of people .",December,2017,December,2017,GabyMag,Brazil,South America,male,3,1,female,8
510022737_1,Christ_NEG_39_1,No money change at the info center so I had to beg the ice cream vendor to change money .,August,2017,August,2017,SteveAnimalOcean,South Africa,Africa,male,1,1,male,7
510022737_2,Christ_NEG_39_2,We took an Uber up but could not get down as all ticket sales were at the bottom .,August,2017,August,2017,SteveAnimalOcean,South Africa,Africa,male,1,1,male,7
510022737_3,Christ_NEG_39_3,"Great view , once you squeeze through all the selfie sticks .",August,2017,August,2017,SteveAnimalOcean,South Africa,Africa,male,3,1,male,7
510022737_4,Christ_NEG_39_4,"would not recommend it , I am also not religious so it is a nice statue , but not worth the pain of being hamstered along though the tourist system .",August,2017,August,2017,SteveAnimalOcean,South Africa,Africa,male,1,1,male,7
476340759_1,Christ_NEG_44_1,Do not take the train because it is expensive and slow .,April,2017,April,2017,Christian G,Denmark,Europe,male,1,1,male,59
476340759_2,Christ_NEG_44_2,Take a car to the new hotel and walk the last way - Fast and fun .,April,2017,April,2017,Christian G,Denmark,Europe,male,3,1,male,59
453936904_1,Christ_NEG_51_1,It takes a long time to get through the queues and then the ride up is in a mini-bus that drives very fast for a narrow windy road .,January,2017,January,2017,Kevin S,South Africa,Africa,male,1,1,male,90
453936904_2,Christ_NEG_51_2,Views are great but there are better views from the roads within the Tijuna forest .,January,2017,January,2017,Kevin S,South Africa,Africa,male,2,0,male,90
338953020_1,Christ_NEG_84_1,"The view is great , if it is not cloudy , which it was quite often when we visited Rio .",January,2016,January,2016,AdamWa,Sweden,Europe,male,3,1,male,60
338953020_2,Christ_NEG_84_2,"What really sticks out is that credit cards are not accepted in the restaurants and bars , nor if you want to buy a ticket to get down from the mountain .",January,2016,January,2016,AdamWa,Sweden,Europe,male,1,1,male,60
279351035_1,Christ_NEG_114_1,"We bought a ticket went up stood in line for a few hours , met other people that came down and had been in waiting lines for more than 7 hours ( 4 to go and 3 to come back ) .",June,2015,June,2015,AnsWageningen,Netherlands,Europe,male,1,1,female,6
279351035_2,Christ_NEG_114_2,Maybe the best way to admire Christ is from a distance .,June,2015,June,2015,AnsWageningen,Netherlands,Europe,male,3,1,female,6
247054973_1,Christ_NEG_133_1,I went on jan 2nd at 12pm and it took 1 hour to go up the first half of mountain with the van as the lift was sold out and then they just let us out without any explanation .,January,2015,January,2015,Sam S,Canada,North America,male,1,1,female,6
247054973_2,Christ_NEG_133_2,Then after waiting in the line for the second van and another 1 hour we go to the top of the mountain .,January,2015,January,2015,Sam S,Canada,North America,male,2,0,female,6
247054973_3,Christ_NEG_133_3,The statue is nice to see but not nice enough to be worth a 2 hour trip up the mountain in 35C heat .,January,2015,January,2015,Sam S,Canada,North America,male,3,1,female,6
247054973_4,Christ_NEG_133_4,It is not worth it and it will eat up half ur day .,January,2015,January,2015,Sam S,Canada,North America,male,1,1,female,6
247054973_5,Christ_NEG_133_5,Go to sugarloaf and you will get the same amazing views but without the wait .,January,2015,January,2015,Sam S,Canada,North America,male,3,1,female,6
174229789_1,Christ_NEG_165_1,"It certainly is an impressive view and such an iconic statue , but our experience was more than a little irritating , so here's some tips to avoid the frustration - Go by train .",August,2013,August,2013,JaredMaC,New Zealand,Oceania,male,1,1,male,98
174229789_2,Christ_NEG_165_2,"Here's why , We turned up pre - 11am and the next available train was at 2.30 .",August,2013,August,2013,JaredMaC,New Zealand,Oceania,male,1,1,male,98
174229789_3,Christ_NEG_165_3,"Ok then , we thought , let us take the van that these helpful men assure us are waiting to take us straight up there .",August,2013,August,2013,JaredMaC,New Zealand,Oceania,male,3,1,male,98
174229789_4,Christ_NEG_165_4,They pointed us up the street where we found another man and a queue .,August,2013,August,2013,JaredMaC,New Zealand,Oceania,male,3,1,male,98
174229789_5,Christ_NEG_165_5,We waited for 20 mins to get to the front of the queue and jumped in the van .,August,2013,August,2013,JaredMaC,New Zealand,Oceania,male,1,1,male,98
174229789_6,Christ_NEG_165_6,"The van took us literally 200m up the road , where we joined a queue to pay for the van ride up and then another queue for the van .",August,2013,August,2013,JaredMaC,New Zealand,Oceania,male,1,1,male,98
174229789_7,Christ_NEG_165_7,"Luckily these queues were moving quickly so , ok then , a little annoying , we thought , but let us go .",August,2013,August,2013,JaredMaC,New Zealand,Oceania,male,1,1,male,98
174229789_8,Christ_NEG_165_8,"This van took us up the hill alright , but only to the ticket gate where we had to join yet another queue to buy our entrance tickets .",August,2013,August,2013,JaredMaC,New Zealand,Oceania,male,1,1,male,98
174229789_9,Christ_NEG_165_9,"This took around 30 mins to get through , during which time we witnessed a French lady going nuts , throwing her tickets away and storming off .",August,2013,August,2013,JaredMaC,New Zealand,Oceania,male,0,2,male,98
174229789_10,Christ_NEG_165_10,"After we got our tickets our next stop was to walk up a hill to end of but one more line , a huge one this time .",August,2013,August,2013,JaredMaC,New Zealand,Oceania,male,3,1,male,98
